Record,SppNumb,Species,Length_mm,Weight_g,Length_in,Weight_lbs,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2OTempF,H2OTempC,NetNumb,NetCount,ConditionFultonsK,ConditionFiltered,Strategy,Length_cm,100mmGroup
85021,5,BULL,322,278,12.68,0.61,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,83.27,TRUE,Transition,32,300
84885,5,BULL,325,266,12.8,0.59,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,581,NA,77.49,TRUE,Transition,32,300
84813,5,BULL,329,292,12.95,0.64,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,82,TRUE,Transition,32,300
84816,5,BULL,348,362,13.7,0.8,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,85.9,TRUE,Transition,34,300
84812,5,BULL,354,360,13.94,0.79,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,81.15,TRUE,Transition,35,300
84624,5,BULL,356,NA,14.02,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,live release,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,NA,NA,577,NA,NA,FALSE,Transition,35,300
84731,5,BULL,360,368,14.17,0.81,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,78.88,TRUE,Transition,36,300
84734,5,BULL,365,410,14.37,0.9,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,84.32,TRUE,Transition,36,300
84310,5,BULL,370,446,14.57,0.98,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,88.05,TRUE,Transition,37,300
84886,5,BULL,381,482,15,1.06,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,fish parts,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,581,NA,87.15,TRUE,Transition,38,300
84815,5,BULL,391,504,15.39,1.11,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,84.31,TRUE,Transition,39,300
85023,5,BULL,392,544,15.43,1.2,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,90.31,TRUE,Transition,39,300
84359,5,BULL,395,530,15.55,1.17,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,86,TRUE,Transition,39,300
84360,5,BULL,400,554,15.75,1.22,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,86.56,TRUE,Transition,40,400
84467,5,BULL,400,508,15.75,1.12,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,574,NA,79.38,TRUE,Transition,40,400
84819,5,BULL,406,NA,15.98,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,NA,FALSE,Transition,40,400
85097,5,BULL,406,NA,15.98,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,Sandhill,19,2,NA,Spring,NA,NA,NA,NA,NA,584,NA,NA,FALSE,Transition,40,400
84739,5,BULL,412,654,16.22,1.44,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,93.52,TRUE,Transition,41,400
84521,5,BULL,422,664,16.61,1.46,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,575,NA,88.35,TRUE,Transition,42,400
84413,5,BULL,427,720,16.81,1.59,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,92.48,TRUE,Transition,42,400
84733,5,BULL,427,644,16.81,1.42,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,KOK in stomach,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,82.72,TRUE,Transition,42,400
85026,5,BULL,428,770,16.85,1.7,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,98.21,TRUE,Transition,42,400
84313,5,BULL,435,766,17.13,1.69,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,93.06,TRUE,Transition,43,400
84414,5,BULL,436,788,17.17,1.74,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,95.08,TRUE,Transition,43,400
84363,5,BULL,442,942,17.4,2.08,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,109.09,TRUE,Transition,44,400
84673,5,BULL,451,638,17.76,1.41,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,69.55,TRUE,Transition,45,400
84470,5,BULL,455,NA,17.91,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,574,NA,NA,FALSE,Transition,45,400
84412,5,BULL,460,800,18.11,1.76,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,82.19,TRUE,Transition,46,400
84738,5,BULL,462,884,18.19,1.95,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,89.65,TRUE,Transition,46,400
84312,5,BULL,465,914,18.31,2.02,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,90.9,TRUE,Transition,46,400
84416,5,BULL,475,1086,18.7,2.39,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,101.33,TRUE,Transition,47,400
84675,5,BULL,478,928,18.82,2.05,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,kok,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,84.97,TRUE,Transition,47,400
84415,5,BULL,483,1132,19.02,2.5,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,100.46,TRUE,Transition,48,400
84888,5,BULL,490,1166,19.29,2.57,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,581,NA,99.11,TRUE,Transition,49,400
84676,5,BULL,492,1164,19.37,2.57,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,kok,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,97.74,TRUE,Transition,49,400
84361,5,BULL,500,1110,19.69,2.45,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,88.8,TRUE,Transition,50,500
84674,5,BULL,502,1070,19.76,2.36,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,84.58,TRUE,Transition,50,500
84315,5,BULL,520,1848,20.47,4.07,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,131.43,TRUE,Transition,52,500
85024,5,BULL,520,1334,20.47,2.94,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,94.87,TRUE,Transition,52,500
84418,5,BULL,522,1514,20.55,3.34,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,106.44,TRUE,Transition,52,500
84679,5,BULL,540,1784,21.26,3.93,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,113.3,TRUE,Transition,54,500
84736,5,BULL,542,1380,21.34,3.04,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,86.67,TRUE,Transition,54,500
84311,5,BULL,554,1538,21.81,3.39,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,90.45,TRUE,Transition,55,500
84314,5,BULL,555,1642,21.85,3.62,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,571,NA,96.05,TRUE,Transition,55,500
84820,5,BULL,559,NA,22.01,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,NA,FALSE,Transition,55,500
85028,5,BULL,559,NA,22.01,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,NA,FALSE,Transition,55,500
84468,5,BULL,560,1930,22.05,4.25,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,574,NA,109.9,TRUE,Transition,56,500
84677,5,BULL,570,1830,22.44,4.03,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,kok,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,98.82,TRUE,Transition,57,500
85027,5,BULL,570,2066,22.44,4.55,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,111.56,TRUE,Transition,57,500
84362,5,BULL,575,1930,22.64,4.25,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,101.52,TRUE,Transition,57,500
84817,5,BULL,584,2150,22.99,4.74,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,107.94,TRUE,Transition,58,500
84364,5,BULL,590,2270,23.23,5,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,572,NA,110.53,TRUE,Transition,59,500
84678,5,BULL,608,2324,23.94,5.12,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,578,NA,103.4,TRUE,Transition,60,600
85022,5,BULL,609,2010,23.98,4.43,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,88.99,TRUE,Transition,60,600
84469,5,BULL,610,NA,24.02,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,574,NA,NA,FALSE,Transition,61,600
84419,5,BULL,634,NA,24.96,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,NA,FALSE,Transition,63,600
84821,5,BULL,635,NA,25,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,NA,FALSE,Transition,63,600
84740,5,BULL,654,3116,25.75,6.87,Male,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,579,NA,111.39,TRUE,Transition,65,600
84471,5,BULL,660,NA,25.98,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,574,NA,NA,FALSE,Transition,66,600
84522,5,BULL,753,NA,29.65,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,575,NA,NA,FALSE,Transition,75,700
84417,5,BULL,757,4540,29.8,10.01,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,573,NA,104.66,TRUE,Transition,75,700
84818,5,BULL,762,5221,30,11.51,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,dv in stom. 337,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,580,NA,118,TRUE,Transition,76,700
85029,5,BULL,762,NA,30,NA,NA,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,released,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,583,NA,NA,FALSE,Transition,76,700
84623,5,BULL,830,5902,32.68,13.01,Female,NA,5,15,2001,5/15/2001,Koocanusa,Rexford,1,NA,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,NA,NA,577,NA,103.22,TRUE,Transition,83,800
86022,5,BULL,190,53,7.48,0.12,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,589,NA,77.27,TRUE,Transition,19,100
86480,5,BULL,258,140,10.16,0.31,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,597,NA,81.52,TRUE,Transition,25,200
85924,5,BULL,296,220,11.65,0.49,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,587,NA,84.83,TRUE,Transition,29,200
86308,5,BULL,300,224,11.81,0.49,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,82.96,TRUE,Transition,30,300
85925,5,BULL,304,256,11.97,0.56,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,587,NA,91.12,TRUE,Transition,30,300
86081,5,BULL,310,262,12.2,0.58,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish  (2CRC),North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,87.95,TRUE,Transition,31,300
86479,5,BULL,315,253,12.4,0.56,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,597,NA,80.94,TRUE,Transition,31,300
85973,5,BULL,320,284,12.6,0.63,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,588,NA,86.67,TRUE,Transition,32,300
86481,5,BULL,325,291,12.8,0.64,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,597,NA,84.77,TRUE,Transition,32,300
86140,5,BULL,331,305,13.03,0.67,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,NA,NA,591,NA,84.1,TRUE,Transition,33,300
85869,5,BULL,333,326,13.11,0.72,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,586,NA,88.28,TRUE,Transition,33,300
85817,5,BULL,334,314,13.15,0.69,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,585,NA,84.27,TRUE,Transition,33,300
86310,5,BULL,340,331,13.39,0.73,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,84.22,TRUE,Transition,34,300
86309,5,BULL,350,360,13.78,0.79,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,83.97,TRUE,Transition,35,300
86554,5,BULL,350,370,13.78,0.82,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,Sandhill,19,2,NA,Spring,NA,NA,NA,NA,NA,598,NA,86.3,TRUE,Transition,35,300
86198,5,BULL,358,414,14.09,0.91,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,592,NA,90.23,TRUE,Transition,35,300
86311,5,BULL,360,396,14.17,0.87,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,84.88,TRUE,Transition,36,300
86482,5,BULL,365,429,14.37,0.95,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Sophie,18,2,NA,Spring,NA,NA,NA,NA,NA,597,NA,88.22,TRUE,Transition,36,300
85926,5,BULL,375,500,14.76,1.1,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,South of Far South Tobacco,5,2,NA,Spring,NA,NA,NA,NA,NA,587,NA,94.81,TRUE,Transition,37,300
85974,5,BULL,379,484,14.92,1.07,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,588,NA,88.91,TRUE,Transition,37,300
85975,5,BULL,381,520,15,1.15,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,Far South Tobacco,6,2,NA,Spring,NA,NA,NA,NA,NA,588,NA,94.02,TRUE,Transition,38,300
86090,5,BULL,381,NA,15,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,NA,FALSE,Transition,38,300
86317,5,BULL,381,NA,15,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,NA,FALSE,Transition,38,300
86256,5,BULL,386,434,15.2,0.96,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,593,NA,75.46,TRUE,Transition,38,300
86257,5,BULL,386,500,15.2,1.1,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,593,NA,86.94,TRUE,Transition,38,300
86197,5,BULL,394,512,15.51,1.13,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,592,NA,83.71,TRUE,Transition,39,300
86082,5,BULL,400,564,15.75,1.24,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,88.13,TRUE,Transition,40,400
86083,5,BULL,400,568,15.75,1.25,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts ( NSQ)              ,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,88.75,TRUE,Transition,40,400
86258,5,BULL,419,646,16.5,1.42,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,593,NA,87.82,TRUE,Transition,41,400
86373,5,BULL,422,422,16.61,0.93,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,595,NA,56.15,TRUE,Transition,42,400
86079,5,BULL,430,649,16.93,1.43,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,81.63,TRUE,Transition,43,400
86086,5,BULL,430,876,16.93,1.93,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,110.18,TRUE,Transition,43,400
86259,5,BULL,432,NA,17.01,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,593,NA,NA,FALSE,Transition,43,400
86320,5,BULL,432,NA,17.01,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,NA,FALSE,Transition,43,400
86315,5,BULL,450,981,17.72,2.16,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,107.65,TRUE,Transition,45,400
86313,5,BULL,455,916,17.91,2.02,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,97.24,TRUE,Transition,45,400
86024,5,BULL,462,1005,18.19,2.22,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,589,NA,101.92,TRUE,Transition,46,400
86094,5,BULL,483,NA,19.02,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,NA,FALSE,Transition,48,400
86023,5,BULL,485,1088,19.09,2.4,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,589,NA,95.37,TRUE,Transition,48,400
86084,5,BULL,505,1292,19.88,2.85,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,100.32,TRUE,Transition,50,500
86095,5,BULL,508,NA,20,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,NA,FALSE,Transition,50,500
86142,5,BULL,508,NA,20,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North of North Point Tobacco,9,2,NA,Spring,NA,NA,NA,NA,NA,591,NA,NA,FALSE,Transition,50,500
86555,5,BULL,525,1470,20.67,3.24,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,fish parts (KOK),Sandhill,19,2,NA,Spring,NA,NA,NA,NA,NA,598,NA,101.59,TRUE,Transition,52,500
86087,5,BULL,545,1866,21.46,4.11,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,115.27,TRUE,Transition,54,500
86026,5,BULL,559,NA,22.01,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,589,NA,NA,FALSE,Transition,55,500
86260,5,BULL,559,NA,22.01,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,593,NA,NA,FALSE,Transition,55,500
86371,5,BULL,570,570,22.44,1.26,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,595,NA,30.78,FALSE,Transition,57,500
86372,5,BULL,570,570,22.44,1.26,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,595,NA,30.78,FALSE,Transition,57,500
86092,5,BULL,584,NA,22.99,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,NA,FALSE,Transition,58,500
86307,5,BULL,588,1454,23.15,3.21,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),South Sophie,14,2,NA,Spring,NA,NA,NA,NA,NA,594,NA,71.52,TRUE,Transition,58,500
86025,5,BULL,606,NA,23.86,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,589,NA,NA,FALSE,Transition,60,600
85818,5,BULL,610,NA,24.02,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Live release,South Black Lake,2,2,NA,Spring,NA,NA,NA,NA,NA,585,NA,NA,FALSE,Transition,61,600
86088,5,BULL,610,2632,24.02,5.8,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,115.96,TRUE,Transition,61,600
86089,5,BULL,610,2831,24.02,6.24,Female,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,Fish Parts (KOK),North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,590,NA,124.72,TRUE,Transition,61,600
85868,5,BULL,635,2236,25,4.93,Male,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,kok in stomach,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,586,NA,87.33,TRUE,Transition,63,600
86199,5,BULL,635,NA,25,NA,NA,NA,5,13,2002,5/13/2002,Koocanusa,Rexford,1,live release,North Point Dodge,10,2,NA,Spring,NA,NA,NA,NA,NA,592,NA,NA,FALSE,Transition,63,600
